candidate_id,age,gender,height_cm,weight_kg,matric_percentage,inter_percentage,cgpa,physical_fitness_score,medical_status,marital_status,city,computer_skills,leadership_score,communication_score,branch_preference,eligibility_status
PN-11597,21,Male,173.0,80.1,50.84,83.38,3.13,48,Fit,Single,Lahore,Beginner,39,60,IT & Cyber,Not Eligible
PN-15873,17,Female,159.3,73.8,67.54,83.23,0.0,69,Fit,Married,Multan,Beginner,49,55,Logistics,Eligible
PN-11914,21,Male,174.4,78.0,69.95,62.51,0.0,60,Fit,Single,Islamabad,Beginner,87,69,Combat,Eligible
PN-15140,21,Female,153.8,58.7,52.62,60.05,2.99,65,Fit,Single,Peshawar,Intermediate,46,57,Combat,Eligible
PN-18237,22,Male,174.5,68.3,44.43,54.27,2.01,67,Fit,Married,Gujranwala,Intermediate,43,50,Marine Engineering,Not Eligible
PN-15641,18,Male,174.9,68.6,63.93,63.05,0.0,50,Fit,Single,Multan,Advanced,61,56,Combat,Not Eligible
PN-12737,23,Female,153.8,42.0,65.18,63.86,0.0,63,Fit,Married,Lahore,Intermediate,74,63,Combat,Eligible
PN-10727,21,Male,168.5,58.9,56.03,73.15,2.59,77,Fit,Single,Lahore,Intermediate,77,58,IT & Cyber,Eligible
PN-10054,24,Male,168.7,57.1,64.83,63.2,0.0,79,Fit,Married,Islamabad,Beginner,73,58,Logistics,Eligible
PN-11797,16,Female,166.2,56.4,44.55,56.67,0.0,45,Fit,Single,Lahore,Intermediate,76,63,IT & Cyber,Not Eligible
PN-13846,19,Male,169.1,78.9,45.03,50.53,1.78,89,Fit,Single,Multan,Beginner,76,73,IT & Cyber,Not Eligible
PN-16008,18,Male,173.6,75.7,56.52,53.07,0.0,72,Fit,Single,Quetta,Intermediate,61,66,Naval Aviation,Eligible
PN-18056,21,Male,179.1,78.7,47.81,56.46,2.58,60,Fit,Single,Islamabad,Advanced,28,50,Naval Aviation,Not Eligible
PN-12554,29,Male,169.3,60.2,53.06,70.85,0.0,84,Fit,Single,Islamabad,Advanced,39,51,Medical Corps,Not Eligible
PN-12801,20,Male,172.2,65.3,79.75,74.64,3.1,72,Fit,Single,Islamabad,Intermediate,51,49,Combat,Eligible
PN-10937,17,Female,156.5,58.3,81.49,80.0,0.0,41,Fit,Married,Faisalabad,Beginner,67,42,Combat,Not Eligible
PN-17230,23,Male,175.2,63.6,41.08,47.86,1.96,70,Unfit,Single,Karachi,Intermediate,76,64,Marine Engineering,Not Eligible
PN-10825,24,Male,158.4,75.4,71.11,68.72,0.0,69,Unfit,Single,Islamabad,Intermediate,69,67,IT & Cyber,Not Eligible
PN-14322,18,Male,167.6,68.3,54.37,45.22,2.06,63,Fit,Single,Quetta,Intermediate,63,67,IT & Cyber,Not Eligible
PN-13402,30,Male,182.6,62.3,82.27,84.73,3.3,51,Fit,Single,Peshawar,Beginner,47,44,Combat,Not Eligible
PN-11390,21,Male,171.5,62.9,61.55,52.73,1.95,83,Fit,Single,Quetta,Advanced,82,59,Medical Corps,Eligible
PN-13565,32,Male,175.4,79.0,37.0,57.93,2.28,53,Unfit,Single,Rawalpindi,Advanced,69,65,Combat,Not Eligible
PN-10885,19,Female,165.0,49.8,69.48,72.35,3.05,64,Unfit,Single,Rawalpindi,Intermediate,71,50,Naval Aviation,Not Eligible
PN-15430,21,Male,166.3,71.3,72.85,74.52,2.69,77,Fit,Single,Peshawar,Beginner,54,56,Logistics,Eligible
PN-15704,20,Male,174.9,83.5,68.74,76.74,2.56,68,Fit,Single,Peshawar,Intermediate,85,51,Combat,Eligible
PN-15691,21,Male,180.8,59.8,64.02,56.45,2.78,74,Fit,Single,Karachi,Beginner,56,71,Combat,Eligible
PN-14868,20,Female,165.3,43.0,59.8,72.4,0.0,68,Unfit,Married,Hyderabad,Advanced,55,58,Logistics,Not Eligible
PN-16708,19,Male,176.5,85.8,51.72,67.06,0.0,60,Fit,Married,Karachi,Intermediate,62,56,Combat,Not Eligible
PN-16370,17,Female,159.0,55.7,87.64,81.58,0.0,74,Fit,Single,Peshawar,Intermediate,61,81,Marine Engineering,Eligible
PN-11869,25,Male,171.5,78.8,55.09,49.14,1.89,67,Fit,Married,Lahore,Intermediate,65,56,Marine Engineering,Not Eligible
PN-15182,21,Male,178.6,50.0,84.04,75.72,0.0,63,Fit,Single,Gujranwala,Advanced,63,79,Marine Engineering,Eligible
PN-10011,23,Male,178.3,68.7,35.83,33.0,0.0,79,Fit,Single,Rawalpindi,Intermediate,57,53,Marine Engineering,Not Eligible
PN-13416,18,Male,176.6,72.9,46.95,49.07,1.5,82,Unfit,Single,Lahore,Beginner,66,67,Combat,Not Eligible
PN-15422,26,Male,171.7,55.2,59.55,70.85,2.65,80,Unfit,Single,Quetta,Beginner,62,51,Medical Corps,Not Eligible
PN-11464,22,Male,178.5,68.5,73.65,73.31,3.11,78,Fit,Single,Islamabad,Intermediate,70,73,Combat,Eligible
PN-10807,19,Male,169.1,68.3,55.82,71.07,2.17,56,Fit,Married,Islamabad,Intermediate,54,51,Naval Aviation,Eligible
PN-17150,27,Male,168.1,87.0,73.64,64.1,2.18,73,Unfit,Married,Rawalpindi,Intermediate,54,54,Medical Corps,Not Eligible
PN-16897,32,Male,174.2,60.6,60.82,75.59,3.1,60,Unfit,Single,Islamabad,Beginner,63,63,Medical Corps,Not Eligible
PN-14069,16,Male,166.9,68.5,54.7,65.7,2.31,82,Fit,Single,Lahore,Intermediate,54,66,Naval Aviation,Eligible
PN-12109,18,Female,161.6,57.4,43.66,55.88,2.82,54,Fit,Single,Rawalpindi,Advanced,68,70,Combat,Not Eligible
PN-17396,25,Male,170.8,69.8,33.0,43.67,2.2,53,Fit,Single,Karachi,Intermediate,32,37,Marine Engineering,Not Eligible
PN-12042,22,Female,159.8,55.7,54.51,71.11,0.0,66,Fit,Single,Lahore,Advanced,48,58,Naval Aviation,Eligible
PN-12235,16,Male,183.5,64.9,72.71,61.91,2.03,62,Fit,Married,Rawalpindi,Beginner,74,44,Naval Aviation,Eligible
PN-10964,18,Male,179.9,59.6,67.47,69.72,0.0,67,Fit,Married,Lahore,Advanced,61,60,Marine Engineering,Eligible
PN-14495,20,Male,167.6,76.8,83.48,78.84,2.56,83,Fit,Single,Faisalabad,Advanced,70,69,Combat,Eligible
PN-12633,22,Female,161.3,56.4,57.94,54.04,2.5,55,Fit,Single,Lahore,Intermediate,38,46,Combat,Eligible
PN-16095,19,Male,172.9,86.6,52.98,56.9,0.0,38,Fit,Married,Karachi,Advanced,75,64,Marine Engineering,Not Eligible
PN-10705,17,Male,176.5,51.1,80.45,63.46,2.88,74,Unfit,Single,Multan,Intermediate,63,79,Logistics,Not Eligible
PN-10432,26,Female,167.3,67.5,74.75,68.71,0.0,47,Unfit,Single,Islamabad,Intermediate,80,77,IT & Cyber,Not Eligible
PN-14389,24,Male,169.4,65.4,59.95,54.82,0.0,69,Fit,Married,Quetta,Intermediate,60,49,Naval Aviation,Not Eligible
PN-16078,20,Male,172.7,87.6,67.96,69.8,0.0,64,Fit,Single,Peshawar,Advanced,53,55,Marine Engineering,Eligible
PN-10146,16,Male,169.2,72.8,69.86,77.44,3.42,62,Fit,Single,Karachi,Beginner,37,54,IT & Cyber,Eligible
PN-16468,23,Male,166.7,77.3,76.43,62.25,3.21,73,Unfit,Single,Quetta,Intermediate,43,42,Combat,Not Eligible
PN-12034,21,Female,162.3,42.0,33.0,35.12,0.0,55,Unfit,Married,Lahore,Beginner,70,73,Marine Engineering,Not Eligible
PN-17356,18,Male,170.5,60.8,81.53,82.95,3.41,68,Fit,Single,Islamabad,Beginner,81,80,Marine Engineering,Eligible
PN-11166,24,Male,166.8,73.6,73.59,63.9,2.91,64,Unfit,Single,Peshawar,Advanced,77,77,Naval Aviation,Not Eligible
PN-13501,16,Male,170.3,78.8,81.54,86.35,2.99,71,Unfit,Single,Peshawar,Beginner,55,47,Naval Aviation,Not Eligible
PN-12051,23,Male,167.6,62.9,33.0,48.15,0.0,83,Unfit,Married,Lahore,Intermediate,70,70,Combat,Not Eligible
PN-13761,25,Male,171.7,52.2,68.01,78.2,3.79,50,Fit,Single,Karachi,Intermediate,76,76,Naval Aviation,Eligible
PN-12625,25,Male,167.0,95.4,66.84,55.19,0.0,87,Unfit,Single,Islamabad,Advanced,72,66,Naval Aviation,Not Eligible
PN-14485,24,Male,162.6,73.3,76.09,57.28,0.0,64,Unfit,Single,Islamabad,Beginner,70,55,Marine Engineering,Not Eligible
PN-14436,18,Male,175.2,65.2,83.79,78.04,2.52,98,Fit,Single,Gujranwala,Intermediate,76,59,Naval Aviation,Eligible
PN-17451,18,Male,160.6,67.2,49.18,75.42,2.99,55,Fit,Single,Rawalpindi,Beginner,56,53,Combat,Not Eligible
PN-16804,18,Male,167.6,63.6,93.35,85.58,3.46,58,Fit,Single,Lahore,Advanced,35,49,IT & Cyber,Eligible
PN-14362,20,Male,171.4,67.1,55.64,64.17,2.47,74,Fit,Single,Karachi,Intermediate,70,69,Combat,Eligible
PN-12425,21,Female,163.1,52.5,60.22,65.92,0.0,58,Fit,Single,Lahore,Intermediate,47,52,Marine Engineering,Not Eligible
PN-11263,23,Male,177.8,50.7,64.01,84.96,0.0,81,Unfit,Single,Karachi,Beginner,88,83,Logistics,Not Eligible
PN-11772,25,Female,155.5,60.9,81.11,74.82,2.5,84,Fit,Single,Islamabad,Beginner,70,73,Naval Aviation,Eligible
PN-13512,21,Male,168.8,52.1,86.15,63.17,0.0,63,Fit,Single,Rawalpindi,Intermediate,53,57,IT & Cyber,Eligible
PN-10272,20,Male,173.0,79.7,55.15,60.69,1.88,71,Fit,Single,Karachi,Beginner,73,66,Combat,Eligible
PN-14793,20,Male,162.7,78.1,52.84,65.52,2.46,61,Fit,Single,Karachi,Intermediate,69,69,Logistics,Eligible
PN-14844,25,Female,159.3,57.0,56.09,65.31,2.39,58,Fit,Single,Lahore,Intermediate,52,58,Medical Corps,Eligible
PN-10245,25,Male,173.4,75.6,74.87,57.49,2.32,81,Unfit,Single,Hyderabad,Intermediate,55,65,Naval Aviation,Not Eligible
PN-18363,16,Female,158.9,62.2,84.81,86.36,0.0,52,Fit,Married,Karachi,Beginner,34,39,IT & Cyber,Eligible
PN-14573,21,Male,184.4,75.6,71.57,72.06,0.0,100,Fit,Married,Lahore,Beginner,86,66,IT & Cyber,Eligible
PN-12033,20,Male,164.6,61.1,55.08,59.48,0.0,44,Fit,Single,Peshawar,Beginner,68,73,Combat,Not Eligible
PN-18079,19,Male,180.0,68.7,65.98,78.19,0.0,61,Fit,Single,Islamabad,Advanced,61,56,IT & Cyber,Eligible
PN-18211,21,Female,158.7,63.6,59.4,68.56,2.76,57,Fit,Single,Multan,Intermediate,54,58,Logistics,Eligible
PN-10814,27,Male,173.3,64.5,81.62,67.27,0.0,61,Fit,Single,Islamabad,Beginner,32,65,Combat,Not Eligible
PN-16011,16,Female,151.2,49.2,74.74,69.78,0.0,51,Fit,Married,Karachi,Beginner,68,69,IT & Cyber,Eligible
PN-13811,21,Male,171.1,83.5,61.98,70.29,0.0,54,Fit,Single,Hyderabad,Beginner,29,45,Marine Engineering,Not Eligible
PN-15728,19,Female,157.5,55.6,65.52,69.54,2.85,76,Fit,Single,Rawalpindi,Beginner,86,57,Marine Engineering,Eligible
PN-18465,20,Male,172.9,72.7,69.08,69.63,2.95,52,Unfit,Single,Faisalabad,Intermediate,60,74,Marine Engineering,Not Eligible
PN-17121,17,Male,173.8,58.3,72.48,62.82,0.0,45,Fit,Single,Faisalabad,Intermediate,46,58,Medical Corps,Not Eligible
PN-11805,16,Male,177.1,67.0,73.94,69.15,2.96,45,Fit,Married,Karachi,Intermediate,61,53,Combat,Not Eligible
PN-17444,22,Male,161.4,57.3,51.36,62.58,3.25,49,Fit,Married,Lahore,Intermediate,63,56,Medical Corps,Not Eligible
PN-14347,29,Male,175.6,63.7,78.59,65.87,2.26,52,Fit,Single,Lahore,Beginner,62,69,IT & Cyber,Not Eligible
PN-12462,16,Male,168.8,63.1,80.75,67.84,3.11,38,Fit,Single,Rawalpindi,Advanced,45,58,Medical Corps,Not Eligible
PN-10546,21,Male,173.8,69.0,83.57,68.1,2.98,73,Fit,Single,Islamabad,Beginner,77,56,Marine Engineering,Eligible
PN-13242,16,Female,148.4,48.1,58.82,79.67,3.1,75,Unfit,Single,Faisalabad,Intermediate,39,50,Logistics,Not Eligible
PN-10739,23,Male,173.7,71.3,61.27,49.94,2.03,73,Fit,Single,Karachi,Advanced,60,59,Marine Engineering,Not Eligible
PN-10311,16,Male,178.7,63.4,63.88,61.35,0.0,56,Fit,Single,Hyderabad,Beginner,42,40,Logistics,Not Eligible
PN-13522,23,Female,159.9,49.3,81.6,72.95,2.72,58,Fit,Single,Multan,Intermediate,47,72,Combat,Eligible
PN-11132,24,Male,169.6,72.8,54.69,52.02,0.0,38,Fit,Single,Faisalabad,Intermediate,67,58,Marine Engineering,Not Eligible
PN-15546,22,Male,171.6,63.9,100.0,81.35,3.33,100,Fit,Single,Peshawar,Beginner,60,45,Medical Corps,Eligible
PN-10493,29,Male,172.5,52.7,73.83,67.46,2.64,57,Fit,Married,Quetta,Beginner,34,53,Combat,Not Eligible
PN-14112,20,Male,175.1,85.3,73.16,78.86,0.0,67,Fit,Single,Rawalpindi,Intermediate,48,72,Logistics,Eligible
PN-12770,20,Male,182.4,66.6,69.39,69.88,0.0,43,Unfit,Single,Islamabad,Beginner,67,52,IT & Cyber,Not Eligible
PN-10921,19,Male,178.3,88.2,86.16,92.14,3.6,75,Fit,Single,Multan,Beginner,29,43,Logistics,Eligible
PN-17345,21,Female,161.1,56.4,61.58,64.01,0.0,94,Fit,Single,Multan,Intermediate,39,32,Combat,Eligible
PN-13588,25,Male,184.8,62.6,75.34,56.66,0.0,62,Unfit,Single,Rawalpindi,Intermediate,60,61,Marine Engineering,Not Eligible
PN-16641,19,Male,176.4,71.8,50.53,58.89,2.42,74,Fit,Single,Multan,Advanced,32,41,Marine Engineering,Eligible
PN-13960,17,Male,179.6,64.7,63.5,66.39,2.29,34,Fit,Married,Karachi,Beginner,49,54,Medical Corps,Not Eligible
PN-10039,25,Male,177.9,85.7,61.84,60.18,2.14,59,Fit,Single,Hyderabad,Beginner,44,39,Marine Engineering,Eligible
PN-14460,22,Female,157.6,60.3,78.66,80.18,3.47,61,Unfit,Single,Islamabad,Advanced,55,73,Logistics,Not Eligible
PN-14279,24,Male,165.3,75.7,56.77,50.31,2.13,55,Fit,Single,Islamabad,Beginner,20,40,Marine Engineering,Not Eligible
PN-12984,20,Female,160.2,49.0,59.32,62.06,2.25,69,Unfit,Single,Rawalpindi,Beginner,71,75,Logistics,Not Eligible
PN-15291,23,Male,168.4,60.9,77.47,85.65,0.0,61,Unfit,Single,Lahore,Advanced,48,62,IT & Cyber,Not Eligible
PN-10131,21,Male,174.3,60.4,66.08,52.3,0.0,63,Fit,Single,Rawalpindi,Intermediate,75,56,Combat,Eligible
PN-15218,34,Female,160.4,56.7,76.39,69.04,2.56,81,Fit,Married,Gujranwala,Intermediate,74,65,Medical Corps,Not Eligible
PN-18432,16,Male,165.8,85.6,45.65,50.2,0.0,54,Unfit,Married,Lahore,Intermediate,64,61,Logistics,Not Eligible
PN-12668,25,Male,173.5,68.7,60.76,61.04,2.82,59,Fit,Single,Quetta,Intermediate,59,47,Combat,Eligible
PN-13224,17,Female,151.6,45.8,54.82,78.17,3.3,67,Fit,Single,Karachi,Intermediate,42,51,Medical Corps,Eligible
PN-11183,20,Male,170.1,78.1,67.35,75.07,0.0,53,Fit,Single,Lahore,Intermediate,36,44,Logistics,Not Eligible
PN-17955,25,Female,152.3,57.1,61.15,66.19,2.75,58,Fit,Single,Islamabad,Intermediate,86,75,Marine Engineering,Eligible
PN-10615,19,Male,162.3,60.4,34.67,57.7,2.23,85,Unfit,Single,Lahore,Intermediate,49,65,Marine Engineering,Not Eligible
PN-18417,17,Female,157.8,61.5,57.91,71.16,2.95,39,Fit,Single,Quetta,Intermediate,57,40,Combat,Not Eligible
PN-11467,16,Male,162.9,63.8,63.41,62.31,0.0,44,Fit,Single,Rawalpindi,Intermediate,47,51,Medical Corps,Not Eligible
PN-14498,24,Female,163.0,60.3,50.64,69.87,3.14,51,Fit,Married,Rawalpindi,Advanced,39,50,Marine Engineering,Eligible
PN-13043,24,Female,153.6,42.0,49.81,68.73,2.56,79,Fit,Single,Karachi,Intermediate,86,79,Medical Corps,Not Eligible
PN-10935,21,Male,179.3,63.1,81.78,85.68,3.38,75,Unfit,Single,Karachi,Advanced,46,62,Combat,Not Eligible
PN-12420,20,Male,183.9,63.8,47.77,46.88,2.19,86,Unfit,Married,Islamabad,Advanced,56,58,Marine Engineering,Not Eligible
PN-15086,17,Female,153.0,61.7,74.3,85.16,0.0,41,Fit,Single,Karachi,Advanced,57,65,Logistics,Not Eligible
PN-17908,16,Female,156.2,57.2,38.87,48.67,1.76,40,Fit,Single,Islamabad,Intermediate,69,72,Combat,Not Eligible
PN-16738,20,Female,156.8,48.1,73.0,85.21,3.23,78,Fit,Single,Islamabad,Beginner,51,70,IT & Cyber,Eligible
PN-17109,20,Male,171.0,70.6,70.24,72.33,2.87,99,Fit,Single,Multan,Intermediate,73,69,Logistics,Eligible
PN-14823,22,Female,163.2,62.7,71.09,55.62,0.0,60,Unfit,Married,Hyderabad,Beginner,62,66,Naval Aviation,Not Eligible
PN-10827,16,Female,158.6,62.1,56.44,72.96,2.65,67,Fit,Single,Quetta,Beginner,66,73,IT & Cyber,Eligible
PN-11522,23,Male,172.0,57.4,56.02,79.81,2.98,62,Fit,Single,Lahore,Advanced,41,30,IT & Cyber,Eligible
PN-16832,18,Male,166.3,72.2,80.13,73.62,3.11,61,Fit,Single,Hyderabad,Beginner,64,47,Marine Engineering,Eligible
PN-12931,21,Male,172.2,69.4,68.75,67.7,0.0,54,Fit,Married,Lahore,Intermediate,61,60,Logistics,Eligible
PN-14233,19,Male,170.1,60.6,72.63,63.97,0.0,66,Fit,Single,Islamabad,Advanced,58,64,Logistics,Eligible
PN-10629,23,Female,152.5,55.8,41.72,64.72,0.0,71,Fit,Married,Lahore,Intermediate,22,21,Logistics,Not Eligible
PN-14431,22,Male,183.5,58.9,62.94,57.0,2.44,65,Fit,Married,Lahore,Advanced,58,60,Combat,Eligible
PN-13854,23,Male,166.8,51.6,72.79,73.88,2.64,65,Fit,Single,Hyderabad,Beginner,72,67,IT & Cyber,Eligible
PN-10391,18,Male,179.5,66.1,74.38,90.58,3.42,82,Fit,Single,Quetta,Advanced,65,64,Marine Engineering,Eligible
PN-14346,30,Female,154.8,57.6,74.28,61.64,2.41,66,Fit,Single,Quetta,Intermediate,60,73,Marine Engineering,Not Eligible
PN-18377,21,Male,177.7,70.0,33.6,40.52,1.78,93,Unfit,Single,Karachi,Advanced,73,65,IT & Cyber,Not Eligible
PN-15914,25,Male,172.4,89.0,72.19,65.26,0.0,70,Fit,Single,Lahore,Advanced,64,55,Naval Aviation,Eligible
PN-13991,20,Male,169.4,63.9,76.25,76.29,0.0,47,Unfit,Single,Karachi,Intermediate,56,52,IT & Cyber,Not Eligible
PN-10401,20,Female,162.3,55.0,71.7,73.53,2.56,64,Unfit,Single,Lahore,Beginner,56,72,IT & Cyber,Not Eligible
PN-14807,19,Male,162.3,69.4,76.67,65.02,2.92,27,Unfit,Single,Karachi,Intermediate,60,55,Marine Engineering,Not Eligible
PN-15136,18,Male,171.4,71.0,77.91,56.75,1.68,61,Fit,Single,Peshawar,Beginner,65,63,IT & Cyber,Eligible
PN-17087,16,Female,154.6,61.7,63.17,67.37,0.0,50,Fit,Single,Hyderabad,Beginner,39,60,Combat,Not Eligible
PN-13360,16,Male,178.1,60.2,73.88,49.11,0.0,46,Fit,Married,Lahore,Advanced,61,58,IT & Cyber,Not Eligible
PN-10047,17,Male,168.4,66.4,54.66,46.53,0.0,70,Fit,Single,Islamabad,Advanced,55,56,Combat,Not Eligible
PN-15658,17,Male,174.2,79.7,51.71,48.89,1.59,69,Fit,Single,Karachi,Beginner,60,55,IT & Cyber,Not Eligible
PN-10489,22,Male,175.9,67.2,59.15,61.69,0.0,67,Unfit,Single,Lahore,Advanced,61,78,Combat,Not Eligible
PN-13994,16,Female,153.2,42.0,51.86,63.71,0.0,54,Fit,Single,Rawalpindi,Intermediate,48,68,Naval Aviation,Not Eligible
PN-13643,17,Male,165.2,52.5,66.8,66.83,3.13,39,Unfit,Single,Rawalpindi,Intermediate,44,53,Combat,Not Eligible
PN-13727,21,Female,156.4,54.5,51.45,76.27,3.02,78,Fit,Single,Lahore,Beginner,60,77,Medical Corps,Eligible
PN-18026,23,Male,172.0,81.7,50.51,44.77,1.86,72,Fit,Single,Karachi,Beginner,46,43,Marine Engineering,Not Eligible
PN-15209,16,Female,164.6,46.9,66.97,66.95,0.0,81,Fit,Single,Lahore,Intermediate,62,64,Medical Corps,Eligible
PN-16610,19,Male,172.2,75.5,95.57,79.84,3.27,58,Fit,Single,Lahore,Beginner,75,65,Naval Aviation,Eligible
PN-15320,18,Male,170.5,55.6,63.12,82.04,0.0,74,Fit,Married,Lahore,Advanced,73,62,Combat,Eligible
PN-10710,21,Female,157.5,58.1,43.86,58.42,0.0,39,Unfit,Single,Lahore,Beginner,74,73,Combat,Not Eligible
PN-12422,22,Male,182.8,75.7,53.18,80.35,3.16,54,Fit,Married,Karachi,Intermediate,51,71,IT & Cyber,Eligible
PN-15605,21,Female,166.0,50.0,84.17,85.63,0.0,71,Unfit,Single,Karachi,Beginner,68,67,Marine Engineering,Not Eligible
PN-11751,22,Male,169.2,55.9,60.3,61.64,2.33,55,Fit,Single,Karachi,Advanced,68,56,Logistics,Eligible
PN-18455,19,Female,154.5,53.0,67.7,70.97,0.0,75,Fit,Single,Lahore,Intermediate,55,52,Combat,Eligible
PN-17181,33,Male,160.8,64.4,37.21,49.35,2.32,37,Unfit,Single,Karachi,Intermediate,91,88,Logistics,Not Eligible
PN-14063,22,Female,166.0,50.7,59.06,48.86,2.15,61,Fit,Single,Rawalpindi,Intermediate,38,50,Logistics,Not Eligible
PN-18257,24,Male,173.8,50.0,61.94,77.29,3.06,46,Fit,Single,Lahore,Intermediate,52,53,Combat,Not Eligible
PN-10339,17,Male,178.5,67.2,68.02,76.66,0.0,78,Fit,Single,Islamabad,Beginner,43,43,Combat,Eligible
PN-10216,19,Male,172.9,74.3,77.28,63.87,0.0,62,Fit,Single,Rawalpindi,Intermediate,56,74,IT & Cyber,Eligible
PN-13664,27,Male,160.7,74.1,44.86,50.13,2.26,70,Fit,Single,Karachi,Intermediate,67,61,Marine Engineering,Not Eligible
PN-11342,25,Male,170.8,65.7,66.09,69.79,0.0,90,Fit,Single,Faisalabad,Intermediate,70,80,Naval Aviation,Eligible
PN-18016,28,Male,172.4,79.1,46.97,51.4,0.0,41,Fit,Single,Karachi,Beginner,77,60,Marine Engineering,Not Eligible
PN-15617,21,Female,158.0,63.4,71.47,70.92,2.49,87,Unfit,Single,Islamabad,Advanced,55,62,IT & Cyber,Not Eligible
PN-13895,19,Female,169.0,60.8,43.42,46.35,0.0,66,Fit,Single,Karachi,Beginner,35,50,Marine Engineering,Not Eligible
PN-13641,21,Male,177.8,62.8,53.47,51.81,1.77,68,Fit,Single,Peshawar,Beginner,63,72,Combat,Eligible
PN-10330,25,Male,172.1,76.9,59.93,47.69,0.0,78,Unfit,Married,Faisalabad,Beginner,46,51,Medical Corps,Not Eligible
PN-16901,31,Male,168.8,74.7,79.25,66.78,2.31,68,Unfit,Single,Rawalpindi,Intermediate,60,65,IT & Cyber,Not Eligible
PN-13005,17,Male,177.6,63.1,59.4,73.15,0.0,48,Unfit,Single,Peshawar,Intermediate,78,70,Naval Aviation,Not Eligible
PN-14091,20,Female,163.0,63.2,50.09,67.94,2.49,98,Fit,Single,Islamabad,Intermediate,24,27,Marine Engineering,Eligible
PN-13116,17,Female,155.5,46.2,74.35,58.23,1.99,63,Fit,Single,Islamabad,Intermediate,61,70,Combat,Eligible
PN-18348,17,Male,175.0,77.1,68.62,77.54,2.7,81,Fit,Single,Lahore,Intermediate,60,63,Logistics,Eligible
PN-12323,16,Male,175.5,71.1,81.36,87.57,0.0,69,Unfit,Single,Lahore,Intermediate,34,69,Naval Aviation,Not Eligible
PN-16668,21,Male,177.0,68.5,68.29,76.32,3.11,74,Fit,Married,Multan,Beginner,25,58,IT & Cyber,Eligible
PN-14198,21,Male,172.8,76.3,55.55,57.26,2.28,58,Fit,Married,Multan,Intermediate,69,63,Naval Aviation,Eligible
PN-13550,34,Male,180.9,71.9,64.74,57.04,2.19,55,Fit,Single,Faisalabad,Intermediate,76,71,Combat,Not Eligible
PN-11459,19,Female,156.4,56.9,35.24,45.17,1.82,76,Unfit,Single,Faisalabad,Intermediate,56,64,Medical Corps,Not Eligible
PN-10172,23,Female,159.0,42.0,37.97,33.0,0.0,55,Fit,Single,Quetta,Intermediate,35,35,Naval Aviation,Not Eligible
PN-14204,23,Male,176.0,72.9,76.59,84.18,0.0,97,Fit,Single,Hyderabad,Beginner,76,64,Medical Corps,Eligible
PN-17342,21,Male,170.8,86.4,59.56,66.9,2.79,70,Fit,Single,Rawalpindi,Intermediate,77,82,Marine Engineering,Eligible
PN-13570,16,Male,173.6,79.7,87.08,79.74,0.0,34,Fit,Single,Quetta,Intermediate,68,45,Medical Corps,Not Eligible
PN-14227,30,Male,180.8,61.7,65.92,56.95,2.07,72,Fit,Married,Karachi,Advanced,52,57,Naval Aviation,Not Eligible
PN-15159,24,Female,156.6,46.6,72.35,72.07,0.0,70,Fit,Single,Lahore,Intermediate,57,60,IT & Cyber,Eligible
PN-17153,19,Male,173.1,81.1,49.94,56.41,0.0,63,Fit,Married,Rawalpindi,Advanced,71,53,Combat,Not Eligible
PN-16186,25,Female,164.4,65.7,59.72,66.86,2.85,44,Fit,Single,Multan,Beginner,53,52,Logistics,Not Eligible
PN-17224,18,Male,174.4,69.0,63.69,70.44,3.25,39,Fit,Single,Multan,Intermediate,44,57,IT & Cyber,Not Eligible
PN-10939,25,Female,154.8,65.4,59.35,65.49,0.0,75,Fit,Single,Multan,Beginner,46,48,Marine Engineering,Eligible
PN-10061,16,Female,165.4,63.6,68.28,64.94,2.68,57,Unfit,Single,Hyderabad,Beginner,83,61,IT & Cyber,Not Eligible
PN-11241,24,Male,177.4,78.6,33.0,33.0,1.81,98,Unfit,Single,Lahore,Advanced,57,71,Medical Corps,Not Eligible
PN-15761,21,Male,162.6,68.9,47.71,64.94,0.0,60,Fit,Single,Karachi,Beginner,67,71,Medical Corps,Not Eligible
PN-15137,21,Male,178.8,75.4,94.94,89.42,0.0,77,Fit,Single,Multan,Beginner,39,43,Marine Engineering,Eligible
PN-17325,21,Male,165.2,64.9,49.97,58.12,1.97,72,Unfit,Married,Quetta,Intermediate,74,79,Logistics,Not Eligible
PN-16857,29,Male,173.5,71.6,64.72,78.59,2.86,61,Fit,Single,Lahore,Intermediate,76,58,Combat,Not Eligible
PN-12121,26,Female,161.9,66.5,67.62,34.61,0.0,59,Fit,Single,Lahore,Advanced,95,78,Combat,Not Eligible
PN-11525,18,Male,171.6,61.6,67.3,68.89,2.87,65,Fit,Single,Rawalpindi,Intermediate,43,49,Combat,Eligible
PN-10154,22,Male,178.5,61.9,54.6,54.55,0.0,68,Fit,Single,Multan,Beginner,77,73,Logistics,Eligible
PN-16345,19,Female,156.2,51.9,51.04,34.17,1.5,100,Unfit,Single,Lahore,Advanced,72,69,Medical Corps,Not Eligible
PN-10482,27,Male,171.2,56.7,62.26,73.54,3.06,62,Fit,Married,Karachi,Advanced,86,56,Marine Engineering,Not Eligible
PN-16123,21,Male,169.4,77.4,59.26,65.23,3.01,84,Fit,Single,Lahore,Intermediate,62,66,Combat,Eligible
